RUsi7,global,128,1,0.0256
RUsi7,global,128,1,0.02048
RUsi7,global,128,1,0.021504
RUsi7,global,128,1,0.024576
RUsi7,global,128,1,0.02048
RUsi7,global,128,1,0.02048
RUsi7,global,128,1,0.029696
RUsi7,global,128,1,0.023552
RUsi7,global,128,2,0.029696
RUsi7,global,128,2,0.024544
RUsi7,global,128,2,0.023552
RUsi7,global,128,2,0.020512
RUsi7,global,128,2,0.02048
RUsi7,global,128,2,0.023552
RUsi7,global,128,2,0.02048
RUsi7,global,128,2,0.02048
RUsi7,global,128,4,0.024576
RUsi7,global,128,4,0.021504
RUsi7,global,128,4,0.022528
RUsi7,global,128,4,0.024576
RUsi7,global,128,4,0.027712
RUsi7,global,128,4,0.0256
RUsi7,global,128,4,0.022528
RUsi7,global,128,4,0.024576
RUsi7,global,128,8,0.019456
RUsi7,global,128,8,0.021504
RUsi7,global,128,8,0.024576
RUsi7,global,128,8,0.02048
RUsi7,global,128,8,0.02048
RUsi7,global,128,8,0.02048
RUsi7,global,128,8,0.024576
RUsi7,global,128,8,0.023552
RUsi7,global,128,16,0.023552
RUsi7,global,128,16,0.021504
RUsi7,global,128,16,0.02048
RUsi7,global,128,16,0.023584
RUsi7,global,128,16,0.023552
RUsi7,global,128,16,0.024576
RUsi7,global,128,16,0.024576
RUsi7,global,128,16,0.026624
RUsi7,global,128,32,0.021472
RUsi7,global,128,32,0.02048
RUsi7,global,128,32,0.021504
RUsi7,global,128,32,0.024576
RUsi7,global,128,32,0.02048
RUsi7,global,128,32,0.024576
RUsi7,global,128,32,0.029696
RUsi7,global,128,32,0.023552
RUsi7,global,128,64,0.026016
RUsi7,global,128,64,0.024576
RUsi7,global,128,64,0.021792
RUsi7,global,128,64,0.026272
RUsi7,global,128,64,0.021952
RUsi7,global,128,64,0.025024
RUsi7,global,128,64,0.024416
RUsi7,global,128,64,0.022496
RUsi7,shared,128,1,0.021504
RUsi7,shared,128,1,0.021504
RUsi7,shared,128,1,0.02048
RUsi7,shared,128,1,0.021504
RUsi7,shared,128,1,0.02048
RUsi7,shared,128,1,0.021504
RUsi7,shared,128,1,0.026688
RUsi7,shared,128,1,0.022528
RUsi7,shared,128,2,0.021504
RUsi7,shared,128,2,0.024576
RUsi7,shared,128,2,0.0256
RUsi7,shared,128,2,0.029696
RUsi7,shared,128,2,0.029632
RUsi7,shared,128,2,0.02048
RUsi7,shared,128,2,0.029696
RUsi7,shared,128,2,0.024576
RUsi7,shared,128,4,0.021504
RUsi7,shared,128,4,0.021504
RUsi7,shared,128,4,0.021504
RUsi7,shared,128,4,0.028672
RUsi7,shared,128,4,0.024576
RUsi7,shared,128,4,0.021504
RUsi7,shared,128,4,0.023552
RUsi7,shared,128,4,0.0256
RUsi7,shared,128,8,0.029696
RUsi7,shared,128,8,0.021504
RUsi7,shared,128,8,0.02048
RUsi7,shared,128,8,0.021504
RUsi7,shared,128,8,0.021472
RUsi7,shared,128,8,0.024576
RUsi7,shared,128,8,0.02048
RUsi7,shared,128,8,0.032768
RUsi7,shared,128,16,0.03072
RUsi7,shared,128,16,0.03072
RUsi7,shared,128,16,0.024576
RUsi7,shared,128,16,0.021504
RUsi7,shared,128,16,0.025568
RUsi7,shared,128,16,0.020544
RUsi7,shared,128,16,0.023552
RUsi7,shared,128,16,0.02048
RUsi7,shared,128,32,0.02048
RUsi7,shared,128,32,0.02048
RUsi7,shared,128,32,0.02048
RUsi7,shared,128,32,0.024576
RUsi7,shared,128,32,0.02464
RUsi7,shared,128,32,0.024576
RUsi7,shared,128,32,0.021504
RUsi7,shared,128,32,0.0512
RUsi7,shared,128,64,0.031648
RUsi7,shared,128,64,0.025664
RUsi7,shared,128,64,0.0312
RUsi7,shared,128,64,0.022496
RUsi7,shared,128,64,0.024576
RUsi7,shared,128,64,0.026496
RUsi7,shared,128,64,0.025696
RUsi7,shared,128,64,0.02224
RUsi7,register,128,1,0.021504
RUsi7,register,128,1,0.021504
RUsi7,register,128,1,0.021504
RUsi7,register,128,1,0.02048
RUsi7,register,128,1,0.03072
RUsi7,register,128,1,0.019456
RUsi7,register,128,1,0.029632
RUsi7,register,128,1,0.02464
RUsi7,register,128,2,0.033792
RUsi7,register,128,2,0.021504
