1 0.023296 0.022024 0.02368 0.02228
2 0.022912 0.02572 0.023936 0.025216
4 0.0242 0.023552 0.023168 0.022396
8 0.021888 0.02406 0.023816 0.023424
16 0.023556 0.024708 0.022412 0.023936
32 0.023292 0.025992 0.024204 0.022912
64 0.024068 0.026252 0.023624 0.024068
